classification,type,bracket,units,employees,salaried,wages.thousand,avg.min.wages
56.1 Restaurantes e outros serviços de alimentação e bebidas,c,250 a 499,52,17957,17881,299030,"1,7"
56.1 Restaurantes e outros serviços de alimentação e bebidas,c,500 ou mais,24,72636,72593,1476592,2
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,Total,24528,312771,280125,5419108,"1,7"
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,0 a 4,16298,32523,12659,226191,"1,4"
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,5 a 9,4616,29977,22884,349210,"1,5"
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,10 a 19,2136,28435,24861,400913,"1,5"
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,20 a 29,569,13575,12758,261916,"1,5"
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,30 a 49,429,16110,15512,281293,"1,6"
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,50 a 99,243,16412,16066,277275,"1,6"
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,100 a 249,127,19628,19448,326607,"1,6"
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,250 a 499,45,15445,15371,249152,"1,6"
"56.2 Serviços de catering, bufê e outros serviços de comida preparada",c,500 ou mais,65,140666,140566,3046551,"1,9"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,Total,8738,35142,22736,894391,"3,7"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,0 a 4,7433,12263,2283,63502,"2,1"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,5 a 9,789,5091,3603,87849,"2,2"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,10 a 19,316,4165,3509,98445,"2,6"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,20 a 29,76,1785,1676,53736,"3,1"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,30 a 49,60,2315,2221,79648,"3,3"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,50 a 99,31,2093,2040,106171,"4,9"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,100 a 249,26,4130,4105,245389,"5,6"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,250 a 499,4,1244,1243,94124,"8,4"
"58.1 Edição de livros, jornais, revistas e outras atividades de edição",c,500 ou mais,3,2056,2056,65527,"3,3"
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,Total,13186,47001,27731,790904,"2,8"
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,0 a 4,11933,19019,2142,61324,"2,3"
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,5 a 9,764,4836,3294,84409,"2,4"
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,10 a 19,307,3991,3356,110063,3
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,20 a 29,63,X,X,X,X
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,30 a 49,49,1805,1741,50098,"2,8"
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,50 a 99,34,X,X,X,X
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,100 a 249,24,3456,3432,153731,"4,7"
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,250 a 499,8,X,X,X,X
"59.1 Atividades cinematográficas, produção de vídeos e de programas de televisão",c,500 ou mais,4,7589,7589,134339,"1,9"
59.2 Atividades de gravação de som e de edição de música,c,Total,2177,5744,2661,94984,"3,5"
59.2 Atividades de gravação de som e de edição de música,c,0 a 4,1947,3152,503,11767,"1,9"
59.2 Atividades de gravação de som e de edição de música,c,5 a 9,145,921,638,15026,"2,2"
59.2 Atividades de gravação de som e de edição de música,c,10 a 19,62,814,695,17846,"2,7"
59.2 Atividades de gravação de som e de edição de música,c,20 a 29,10,X,X,X,X
59.2 Atividades de gravação de som e de edição de música,c,30 a 49,9,336,326,17137,"5,1"
59.2 Atividades de gravação de som e de edição de música,c,50 a 99,4,X,X,X,X
59.2 Atividades de gravação de som e de edição de música,c,100 a 249,-,-,-,-,-
59.2 Atividades de gravação de som e de edição de música,c,250 a 499,-,-,-,-,-
59.2 Atividades de gravação de som e de edição de música,c,500 ou mais,-,-,-,-,-
60.1 Atividades de rádio,c,Total,4127,40178,33934,892890,"2,6"
60.1 Atividades de rádio,c,0 a 4,1739,2923,1045,22584,"1,7"
60.1 Atividades de rádio,c,5 a 9,928,X,X,X,X
60.1 Atividades de rádio,c,10 a 19,1019,13797,11626,233542,"1,9"
60.1 Atividades de rádio,c,20 a 29,240,5637,5255,134108,"2,5"
60.1 Atividades de rádio,c,30 a 49,135,4956,4780,131593,3
60.1 Atividades de rádio,c,50 a 99,49,3257,3207,125576,4
60.1 Atividades de rádio,c,100 a 249,15,X,X,X,X
60.1 Atividades de rádio,c,250 a 499,2,X,X,X,X
60.1 Atividades de rádio,c,500 ou mais,-,-,-,-,-
60.2 Atividades de televisão,c,Total,1176,61598,60174,5148318,"8,3"
60.2 Atividades de televisão,c,0 a 4,684,1096,199,7030,"2,3"
60.2 Atividades de televisão,c,5 a 9,105,X,X,X,X
60.2 Atividades de televisão,c,10 a 19,88,1187,1046,26799,"2,5"
60.2 Atividades de televisão,c,20 a 29,47,1146,1085,27458,"2,5"
60.2 Atividades de televisão,c,30 a 49,60,2400,2354,92365,"3,9"
60.2 Atividades de televisão,c,50 a 99,86,6056,6004,260143,"4,4"
60.2 Atividades de televisão,c,100 a 249,69,X,X,X,X
60.2 Atividades de televisão,c,250 a 499,20,X,X,X,X
60.2 Atividades de televisão,c,500 ou mais,17,32113,32102,3780918,"11,2"
61.1 Telecomunicações por fio,c,Total,2941,72891,68556,3711757,"5,1"
61.1 Telecomunicações por fio,c,0 a 4,1912,3677,1113,27138,"2,1"
61.1 Telecomunicações por fio,c,5 a 9,565,3675,2699,50246,"1,9"
61.1 Telecomunicações por fio,c,10 a 19,284,3857,3303,61861,2
61.1 Telecomunicações por fio,c,20 a 29,79,1903,1787,38438,"2,2"
61.1 Telecomunicações por fio,c,30 a 49,52,1955,1884,47159,"2,7"
61.1 Telecomunicações por fio,c,50 a 99,23,1459,1426,61148,"4,3"
61.1 Telecomunicações por fio,c,100 a 249,9,1324,1315,102247,"7,7"
61.1 Telecomunicações por fio,c,250 a 499,8,2663,2655,215765,"8,4"
61.1 Telecomunicações por fio,c,500 ou mais,9,52378,52374,3107754,"5,5"
61.2 Telecomunicações sem fio,c,Total,562,56261,55469,3594236,"6,1"
61.2 Telecomunicações sem fio,c,0 a 4,408,732,202,5736,"1,4"
61.2 Telecomunicações sem fio,c,5 a 9,75,487,363,7179,"1,8"
61.2 Telecomunicações sem fio,c,10 a 19,46,614,522,18803,"3,5"
61.2 Telecomunicações sem fio,c,20 a 29,12,X,X,X,X
61.2 Telecomunicações sem fio,c,30 a 49,8,300,277,22348,"5,7"
61.2 Telecomunicações sem fio,c,50 a 99,5,375,375,22506,5
61.2 Telecomunicações sem fio,c,100 a 249,3,X,X,X,X
61.2 Telecomunicações sem fio,c,250 a 499,1,X,X,X,X
61.2 Telecomunicações sem fio,c,500 ou mais,4,52650,52650,3467636,"6,2"
61.3 Telecomunicações por satélite,c,Total,158,2272,2071,219667,"10,4"
61.3 Telecomunicações por satélite,c,0 a 4,101,191,70,3316,3
61.3 Telecomunicações por satélite,c,5 a 9,19,124,83,4852,"5,4"
61.3 Telecomunicações por satélite,c,10 a 19,20,268,241,13943,"5,8"
61.3 Telecomunicações por satélite,c,20 a 29,3,X,X,X,X
61.3 Telecomunicações por satélite,c,30 a 49,6,221,214,11690,"5,4"
61.3 Telecomunicações por satélite,c,50 a 99,3,217,217,23132,"11,5"
61.3 Telecomunicações por satélite,c,100 a 249,4,X,X,X,X
61.3 Telecomunicações por satélite,c,250 a 499,2,X,X,X,X
61.3 Telecomunicações por satélite,c,500 ou mais,-,-,-,-,-
61.4 Operadoras de televisão por assinatura,c,Total,205,6330,6088,279862,"4,3"
61.4 Operadoras de televisão por assinatura,c,0 a 4,89,135,47,11950,"3,1"
61.4 Operadoras de televisão por assinatura,c,5 a 9,35,240,195,4814,"2,4"
61.4 Operadoras de televisão por assinatura,c,10 a 19,33,450,398,8031,"1,9"
61.4 Operadoras de televisão por assinatura,c,20 a 29,12,290,279,4896,"1,7"
61.4 Operadoras de televisão por assinatura,c,30 a 49,14,500,484,9009,"1,8"
61.4 Operadoras de televisão por assinatura,c,50 a 99,12,724,708,25156,"3,2"
61.4 Operadoras de televisão por assinatura,c,100 a 249,7,1140,1128,26015,"2,2"
61.4 Operadoras de televisão por assinatura,c,250 a 499,-,-,-,-,-
61.4 Operadoras de televisão por assinatura,c,500 ou mais,3,2851,2849,189991,"6,9"
61.9 Outras atividades de telecomunicações,c,Total,6383,67305,57952,2042377,"3,3"
61.9 Outras atividades de telecomunicações,c,0 a 4,4091,7712,2386,52072,"1,8"
61.9 Outras atividades de telecomunicações,c,5 a 9,1080,7140,5238,89238,"1,7"
61.9 Outras atividades de telecomunicações,c,10 a 19,642,8657,7404,143757,"1,9"
61.9 Outras atividades de telecomunicações,c,20 a 29,221,5279,4942,116434,"2,4"
61.9 Outras atividades de telecomunicações,c,30 a 49,203,7708,7388,139985,"1,9"
61.9 Outras atividades de telecomunicações,c,50 a 99,86,5571,5440,199291,"3,6"
61.9 Outras atividades de telecomunicações,c,100 a 249,39,5513,5456,233399,"4,1"
61.9 Outras atividades de telecomunicações,c,250 a 499,9,3251,3230,136754,4
61.9 Outras atividades de telecomunicações,c,500 ou mais,12,16474,16468,931447,"4,8"
62.0 Atividades dos serviços de tecnologia da informação,c,Total,64967,479219,375636,22680715,"5,9"
62.0 Atividades dos serviços de tecnologia da informação,c,0 a 4,55050,88747,9361,386062,"3,1"
62.0 Atividades dos serviços de tecnologia da informação,c,5 a 9,4615,30186,18940,627107,"3,1"
62.0 Atividades dos serviços de tecnologia da informação,c,10 a 19,2763,36381,28406,1095132,"3,7"
62.0 Atividades dos serviços de tecnologia da informação,c,20 a 29,864,20621,18904,900867,"4,6"
62.0 Atividades dos serviços de tecnologia da informação,c,30 a 49,687,25954,24607,1224706,5
62.0 Atividades dos serviços de tecnologia da informação,c,50 a 99,486,33753,32721,1868401,"5,7"
62.0 Atividades dos serviços de tecnologia da informação,c,100 a 249,305,46640,46042,2835944,"6,1"
62.0 Atividades dos serviços de tecnologia da informação,c,250 a 499,114,40323,40126,2622394,"6,5"
62.0 Atividades dos serviços de tecnologia da informação,c,500 ou mais,83,156614,156529,11120102,7
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,Total,19951,148054,118365,5997439,"4,9"
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,0 a 4,17085,27806,3641,115313,"2,3"
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,5 a 9,1632,10526,7298,173345,"2,3"
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,10 a 19,735,9646,8127,236449,"2,8"
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,20 a 29,199,X,X,X,X
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,30 a 49,136,5200,4995,168047,"3,2"
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,50 a 99,76,5384,5268,212430,"4,3"
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,100 a 249,47,7301,7242,494330,"6,9"
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,250 a 499,19,6811,6786,401955,"6,1"
"63.1 Tratamento de dados, hospedagem na internet e outras atividades relacionadas",c,500 ou mais,22,X,X,X,X
63.9 Outras atividades de prestação de serviços de informação,c,Total,7619,24200,13041,411647,3
63.9 Outras atividades de prestação de serviços de informação,c,0 a 4,6702,11005,1684,41818,"1,9"
63.9 Outras atividades de prestação de serviços de informação,c,5 a 9,585,3768,2564,56463,2
63.9 Outras atividades de prestação de serviços de informação,c,10 a 19,225,3025,2549,62585,"2,4"
63.9 Outras atividades de prestação de serviços de informação,c,20 a 29,34,X,X,X,X
63.9 Outras atividades de prestação de serviços de informação,c,30 a 49,48,1773,1708,38356,"2,4"
63.9 Outras atividades de prestação de serviços de informação,c,50 a 99,13,X,X,X,X
63.9 Outras atividades de prestação de serviços de informação,c,100 a 249,7,1144,1139,97997,"8,8"
63.9 Outras atividades de prestação de serviços de informação,c,250 a 499,4,1247,1247,69021,"5,8"
63.9 Outras atividades de prestação de serviços de informação,c,500 ou mais,1,X,X,X,X
64.1 Banco central,n,Total,1,X,X,X,X
64.1 Banco central,n,0 a 4,-,-,-,-,-
64.1 Banco central,n,5 a 9,-,-,-,-,-
64.1 Banco central,n,10 a 19,-,-,-,-,-
64.1 Banco central,n,20 a 29,-,-,-,-,-
64.1 Banco central,n,30 a 49,-,-,-,-,-
64.1 Banco central,n,50 a 99,-,-,-,-,-
64.1 Banco central,n,100 a 249,-,-,-,-,-
64.1 Banco central,n,250 a 499,-,-,-,-,-
64.1 Banco central,n,500 ou mais,1,X,X,X,X
64.2 Intermediação monetária - depósitos à vista,b,Total,1346,551363,542090,50214989,"8,9"
64.2 Intermediação monetária - depósitos à vista,b,0 a 4,145,293,101,6164,"4,3"
64.2 Intermediação monetária - depósitos à vista,b,5 a 9,75,489,250,15082,"5,6"
64.2 Intermediação monetária - depósitos à vista,b,10 a 19,365,4918,1885,94962,"4,5"
64.2 Intermediação monetária - depósitos à vista,b,20 a 29,171,4114,2722,92174,"3,4"
64.2 Intermediação monetária - depósitos à vista,b,30 a 49,178,6856,5490,242885,"4,5"
64.2 Intermediação monetária - depósitos à vista,b,50 a 99,177,12811,11493,673461,"5,9"
64.2 Intermediação monetária - depósitos à vista,b,100 a 249,157,24595,23322,1288383,"5,5"
64.2 Intermediação monetária - depósitos à vista,b,250 a 499,43,15015,14708,1427089,"9,7"
64.2 Intermediação monetária - depósitos à vista,b,500 ou mais,35,482272,482119,46374788,"9,3"
64.3 Intermediação não-monetária - outros instrumentos de captação,b,Total,245,19779,19409,2666299,"13,5"
64.3 Intermediação não-monetária - outros instrumentos de captação,b,0 a 4,103,169,51,4600,"5,8"
64.3 Intermediação não-monetária - outros instrumentos de captação,b,5 a 9,26,161,121,6155,5
64.3 Intermediação não-monetária - outros instrumentos de captação,b,10 a 19,30,404,320,23024,"6,5"
64.3 Intermediação não-monetária - outros instrumentos de captação,b,20 a 29,9,X,X,X,X
64.3 Intermediação não-monetária - outros instrumentos de captação,b,30 a 49,17,641,611,66193,"10,1"
64.3 Intermediação não-monetária - outros instrumentos de captação,b,50 a 99,18,X,X,X,X
64.3 Intermediação não-monetária - outros instrumentos de captação,b,100 a 249,27,4044,3999,731674,"17,6"
64.3 Intermediação não-monetária - outros instrumentos de captação,b,250 a 499,9,2963,2960,274410,"10,3"
64.3 Intermediação não-monetária - outros instrumentos de captação,b,500 ou mais,6,9895,9895,1406480,"13,6"
64.4 Arrendamento mercantil,b,Total,30,X,X,X,X
64.4 Arrendamento mercantil,b,0 a 4,18,22,8,541,"4,1"
64.4 Arrendamento mercantil,b,5 a 9,4,X,X,X,X
64.4 Arrendamento mercantil,b,10 a 19,2,X,X,X,X
64.4 Arrendamento mercantil,b,20 a 29,1,X,X,X,X
64.4 Arrendamento mercantil,b,30 a 49,3,X,X,X,X
64.4 Arrendamento mercantil,b,50 a 99,2,X,X,X,X
64.4 Arrendamento mercantil,b,100 a 249,-,-,-,-,-
64.4 Arrendamento mercantil,b,250 a 499,-,-,-,-,-
64.4 Arrendamento mercantil,b,500 ou mais,-,-,-,-,-
64.5 Sociedades de capitalização,b,Total,21,1029,995,74528,"7,3"
64.5 Sociedades de capitalização,b,0 a 4,7,X,X,X,X
64.5 Sociedades de capitalização,b,5 a 9,2,X,X,X,X
64.5 Sociedades de capitalização,b,10 a 19,4,X,X,X,X
64.5 Sociedades de capitalização,b,20 a 29,1,X,X,X,X
64.5 Sociedades de capitalização,b,30 a 49,3,120,119,6267,5
64.5 Sociedades de capitalização,b,50 a 99,-,-,-,-,-
64.5 Sociedades de capitalização,b,100 a 249,4,791,777,60256,"7,5"
64.5 Sociedades de capitalização,b,250 a 499,-,-,-,-,-
64.5 Sociedades de capitalização,b,500 ou mais,-,-,-,-,-
64.6 Atividades de sociedades de participação,b,Total,28188,92102,40441,3313924,"7,8"
64.6 Atividades de sociedades de participação,b,0 a 4,24965,40106,2394,187394,"5,8"
64.6 Atividades de sociedades de participação,b,5 a 9,2215,13343,3354,258454,"7,1"
64.6 Atividades de sociedades de participação,b,10 a 19,599,7255,4160,311755,"7,4"
64.6 Atividades de sociedades de participação,b,20 a 29,117,X,X,X,X
64.6 Atividades de sociedades de participação,b,30 a 49,127,4882,4597,353127,"7,2"
64.6 Atividades de sociedades de participação,b,50 a 99,97,6615,6414,566373,"8,8"
64.6 Atividades de sociedades de participação,b,100 a 249,45,6643,6538,484164,"7,6"
64.6 Atividades de sociedades de participação,b,250 a 499,18,6288,6270,458070,7
64.6 Atividades de sociedades de participação,b,500 ou mais,5,X,X,X,X
64.7 Fundos de investimento,b,Total,8199,755,71,2403,3
64.7 Fundos de investimento,b,0 a 4,8178,520,0,78,"3,1"
64.7 Fundos de investimento,b,5 a 9,8,X,X,X,X
64.7 Fundos de investimento,b,10 a 19,11,114,5,244,5
64.7 Fundos de investimento,b,20 a 29,-,-,-,-,-
64.7 Fundos de investimento,b,30 a 49,2,X,X,X,X
64.7 Fundos de investimento,b,50 a 99,-,-,-,-,-
64.7 Fundos de investimento,b,100 a 249,-,-,-,-,-
64.7 Fundos de investimento,b,250 a 499,-,-,-,-,-
64.7 Fundos de investimento,b,500 ou mais,-,-,-,-,-
64.9 Atividades de serviços financeiros não especificadas anteriormente,b,Total,6453,36195,25948,1112981,"4,2"
64.9 Atividades de serviços financeiros não especificadas anteriormente,b,0 a 4,5278,8838,2091,58674,"2,4"
64.9 Atividades de serviços financeiros não especificadas anteriormente,b,5 a 9,769,4794,2681,87342,"3,1"
64.9 Atividades de serviços financeiros não especificadas anteriormente,b,10 a 19,232,2941,2008,67755,"3,2"
